split,tokenizer,file,row_id,token_len,eq_len,equation_preview
train,hierarchical,tokenized_train_hierarchical.csv,1655,201,110,F=(a_i-P_f^*-F_2)/(2/3*m-tau*a^-1)+int(1/2+N_A+I^n+V+P)dx-(4+tau+h_net+R_min)^3-(V)/(h*P_0*epsilon_rms*lambda)
val,bpe,tokenized_val_bpe.csv,1525,40,130,I_net=sin(v_avg+m_max)-(c*z*V_avg^*-delta_i)/(3+e-beta_max^3*E)-(4/3+N_A*sigma_f^*-gamma_i)/(P*sigma-delta_avg)+cos(g_max^--alpha)
val,bpe,tokenized_val_bpe.csv,8425,35,93,g_avg=sqrt(R+u+V+Q^2)-(1*Q-V^-)/(G+T*R*delta^-1)+(4-r^n-alpha^3)/(pi*h)-cos(h+B_max+gamma^-1)
val,bpe,tokenized_val_bpe.csv,8960,35,98,b_0=(k+d+u_f+a_0^2)^n+cos(b_max+theta-n_net)+(3*pi*lambda_min+n*beta)/(N_A*beta)-ln(4/3+h-tau+b-d)
val,bpe,tokenized_val_bpe.csv,4570,34,92,Q_avg=exp(k+alpha_min+v+c_i)+(2+pi*d+h_max)/(2*pi-T^2-c_max^3+z^2)-R*t_min+Q+C_min-(c+p_i)^n
val,bpe,tokenized_val_bpe.csv,2965,33,109,C=(4/3+N_A+sigma_rms)^-1+2/3*h*A_i^n-delta-B_2-sin(1/3+F_max+t_i)+(N_A-gamma*w*n_2)/(1/3*N_A*lambda_0+beta^2)
val,bpe,tokenized_val_bpe.csv,6525,33,111,L=1/3*omega_1^circ*m*a_1-tan(2/3+B+A_max+sigma)-sqrt(2+N_A+C^2+v^-1+beta)-(4/3-c+beta*P_rms^circ*tau_0)/(4/3-v)
val,bpe,tokenized_val_bpe.csv,3230,33,89,T=R+v-cos(T^-)-(1/3+R+lambda_1+a_2)/(G*s_max*W^+-theta_max^-1)+(k*c-y_1)/(c-V_rms*Q-mu_2)
val,bpe,tokenized_val_bpe.csv,3240,32,97,b_0=(2+k+P_net)^n-sqrt(2/3+u_0+tau+L_2)+ln(R-n*alpha_i)-(2/3-G-psi^n*V+epsilon_2)/(4-F_1-omega_f)
val,bpe,tokenized_val_bpe.csv,3595,32,78,F_avg=(1+pi+t)/(4*e-P*v^circ)+(4*c*p_i-p_1+v)/(G+V)+(2/3+mu_max*T-V)/(3+G*V*A)
val,bpe,tokenized_val_bpe.csv,7285,31,81,n=(4-c*P+C)/(4*c-r*mu_min+y_i)+(2+P)^-1+(R*a*h)/(N_A-b)-tan(1/2+h+R^circ+delta_i)
val,bpe,tokenized_val_bpe.csv,5520,31,103,y=(T+p_1^*)/(4/3+h+phi)-(R+psi_0+t_min^circ)^n+1+alpha-B_net+P_rms^circ-sum_j=0^n(4/3+pi+F_net+mu+beta)
val,bpe,tokenized_val_bpe.csv,4600,31,105,h=(e+Q_1^-1-epsilon-t)/(4-e*R-theta_2-delta_rms)+dA/dx-sum_j=1^inf(2+c+m+theta)-int(1/2+v^circ+m_f+E_2)dx
val,bpe,tokenized_val_bpe.csv,4800,31,89,b_0=(epsilon_1+b+v)^n-1*N_A-beta_f+a_1-(N_A*A_1)/(1/2+a^n-Q_avg^-1+T_f)+(1/2+Q+omega+C)^2
val,bpe,tokenized_val_bpe.csv,8950,31,94,x_rms=sum_k=1^N(e+beta_min)-1/2*N_A*I+lambda+(pi-c-lambda_avg)/(3-e+z*z-w)-(h*tau^3*F_i)/(R+R)
val,bpe,tokenized_val_bpe.csv,1885,30,96,z_min=(4/3+R+w_max+s+P)^n+1-(1/2-N_A-A_avg+x-E_f)/(2+G-omega_rms^**A_avg)-sum_j=0^n(s+R_net+v_i)
val,bpe,tokenized_val_bpe.csv,8360,30,97,Q=(2+C+mu_min)^n-(N_A+psi^3+omega_1+v_min^*)^1/2-log(2+h+A+theta_min^*+C_avg^+)+(4+P_max+u^n)^n+1
val,bpe,tokenized_val_bpe.csv,1240,30,88,F_i=cos(1/3*R+d_f+Q)-sum_j=0^N(4/3+G+E^++a+x_0^n)-epsilon^2-int_L^inf(2+G+y+sigma+r_2)dt
val,bpe,tokenized_val_bpe.csv,7695,30,99,v=sum_n=1^inf(3+sigma^-1)-g^3+theta_avg-sqrt(F_avg+lambda^2)-(4*N_A*tau^-1+psi*psi_net)/(1/3+G*m*v)
val,bpe,tokenized_val_bpe.csv,2970,30,85,E=ln(c+psi+tau^circ+c)+int(2+pi+y_net^-1+tau_avg^2)dt-(R-x^+)/(e-A^--tau)-(c+h_max)^3
val,bpe,tokenized_val_bpe.csv,3875,29,80,T=cos(c_min+phi)+G-psi_min^circ+g+(pi*I_min+V_max+R_avg)/(e*B_i-v_max-R)+N_A-V-w
val,char,tokenized_val_char.csv,1525,130,130,I_net=sin(v_avg+m_max)-(c*z*V_avg^*-delta_i)/(3+e-beta_max^3*E)-(4/3+N_A*sigma_f^*-gamma_i)/(P*sigma-delta_avg)+cos(g_max^--alpha)
val,char,tokenized_val_char.csv,6525,111,111,L=1/3*omega_1^circ*m*a_1-tan(2/3+B+A_max+sigma)-sqrt(2+N_A+C^2+v^-1+beta)-(4/3-c+beta*P_rms^circ*tau_0)/(4/3-v)
val,char,tokenized_val_char.csv,2965,109,109,C=(4/3+N_A+sigma_rms)^-1+2/3*h*A_i^n-delta-B_2-sin(1/3+F_max+t_i)+(N_A-gamma*w*n_2)/(1/3*N_A*lambda_0+beta^2)
val,char,tokenized_val_char.csv,4600,105,105,h=(e+Q_1^-1-epsilon-t)/(4-e*R-theta_2-delta_rms)+dA/dx-sum_j=1^inf(2+c+m+theta)-int(1/2+v^circ+m_f+E_2)dx
val,char,tokenized_val_char.csv,5520,103,103,y=(T+p_1^*)/(4/3+h+phi)-(R+psi_0+t_min^circ)^n+1+alpha-B_net+P_rms^circ-sum_j=0^n(4/3+pi+F_net+mu+beta)
val,char,tokenized_val_char.csv,7695,99,99,v=sum_n=1^inf(3+sigma^-1)-g^3+theta_avg-sqrt(F_avg+lambda^2)-(4*N_A*tau^-1+psi*psi_net)/(1/3+G*m*v)
val,char,tokenized_val_char.csv,8960,98,98,b_0=(k+d+u_f+a_0^2)^n+cos(b_max+theta-n_net)+(3*pi*lambda_min+n*beta)/(N_A*beta)-ln(4/3+h-tau+b-d)
val,char,tokenized_val_char.csv,7215,98,98,n=sum_k=0^N(1/2+R+c+epsilon_2+V_min)-sin(1/2*sigma)+(N_A+theta+alpha_1+z^circ)^2-2/3*R*W_i^2+w_rms
val,char,tokenized_val_char.csv,8360,97,97,Q=(2+C+mu_min)^n-(N_A+psi^3+omega_1+v_min^*)^1/2-log(2+h+A+theta_min^*+C_avg^+)+(4+P_max+u^n)^n+1
val,char,tokenized_val_char.csv,3240,97,97,b_0=(2+k+P_net)^n-sqrt(2/3+u_0+tau+L_2)+ln(R-n*alpha_i)-(2/3-G-psi^n*V+epsilon_2)/(4-F_1-omega_f)
val,char,tokenized_val_char.csv,1885,96,96,z_min=(4/3+R+w_max+s+P)^n+1-(1/2-N_A-A_avg+x-E_f)/(2+G-omega_rms^**A_avg)-sum_j=0^n(s+R_net+v_i)
val,char,tokenized_val_char.csv,8950,94,94,x_rms=sum_k=1^N(e+beta_min)-1/2*N_A*I+lambda+(pi-c-lambda_avg)/(3-e+z*z-w)-(h*tau^3*F_i)/(R+R)
val,char,tokenized_val_char.csv,8425,93,93,g_avg=sqrt(R+u+V+Q^2)-(1*Q-V^-)/(G+T*R*delta^-1)+(4-r^n-alpha^3)/(pi*h)-cos(h+B_max+gamma^-1)
val,char,tokenized_val_char.csv,900,93,93,P=(4*G*d*t_avg)/(1/2+delta^-)+(4/3+R*y^-+alpha_1)/(1/3+alpha+omega_1+a)+(4/3+N_A+w+z_max+z)^2
val,char,tokenized_val_char.csv,4570,92,92,Q_avg=exp(k+alpha_min+v+c_i)+(2+pi*d+h_max)/(2*pi-T^2-c_max^3+z^2)-R*t_min+Q+C_min-(c+p_i)^n
val,char,tokenized_val_char.csv,9095,91,91,L_rms=(1+E_f^2+V)^n+1+(1/2+N_A+a)^2-sum_n=0^n(2+k+theta^-+g_f+L)+log(2/3*alpha*sigma*z_min)
val,char,tokenized_val_char.csv,3230,89,89,T=R+v-cos(T^-)-(1/3+R+lambda_1+a_2)/(G*s_max*W^+-theta_max^-1)+(k*c-y_1)/(c-V_rms*Q-mu_2)
val,char,tokenized_val_char.csv,4800,89,89,b_0=(epsilon_1+b+v)^n-1*N_A-beta_f+a_1-(N_A*A_1)/(1/2+a^n-Q_avg^-1+T_f)+(1/2+Q+omega+C)^2
val,char,tokenized_val_char.csv,1240,88,88,F_i=cos(1/3*R+d_f+Q)-sum_j=0^N(4/3+G+E^++a+x_0^n)-epsilon^2-int_L^inf(2+G+y+sigma+r_2)dt
val,char,tokenized_val_char.csv,6645,87,87,v=(pi-a-v_min-P_i^circ)/(w+r_max)+(1/2+e+z+beta+t)^2-(G+alpha*lambda_min*b_2)/(3+G-w_0)
val,hierarchical,tokenized_val_hierarchical.csv,2965,205,109,C=(4/3+N_A+sigma_rms)^-1+2/3*h*A_i^n-delta-B_2-sin(1/3+F_max+t_i)+(N_A-gamma*w*n_2)/(1/3*N_A*lambda_0+beta^2)
val,hierarchical,tokenized_val_hierarchical.csv,1525,202,130,I_net=sin(v_avg+m_max)-(c*z*V_avg^*-delta_i)/(3+e-beta_max^3*E)-(4/3+N_A*sigma_f^*-gamma_i)/(P*sigma-delta_avg)+cos(g_max^--alpha)
val,hierarchical,tokenized_val_hierarchical.csv,6525,201,111,L=1/3*omega_1^circ*m*a_1-tan(2/3+B+A_max+sigma)-sqrt(2+N_A+C^2+v^-1+beta)-(4/3-c+beta*P_rms^circ*tau_0)/(4/3-v)
val,hierarchical,tokenized_val_hierarchical.csv,3240,189,97,b_0=(2+k+P_net)^n-sqrt(2/3+u_0+tau+L_2)+ln(R-n*alpha_i)-(2/3-G-psi^n*V+epsilon_2)/(4-F_1-omega_f)
val,hierarchical,tokenized_val_hierarchical.csv,8960,187,98,b_0=(k+d+u_f+a_0^2)^n+cos(b_max+theta-n_net)+(3*pi*lambda_min+n*beta)/(N_A*beta)-ln(4/3+h-tau+b-d)
val,hierarchical,tokenized_val_hierarchical.csv,8360,185,97,Q=(2+C+mu_min)^n-(N_A+psi^3+omega_1+v_min^*)^1/2-log(2+h+A+theta_min^*+C_avg^+)+(4+P_max+u^n)^n+1
val,hierarchical,tokenized_val_hierarchical.csv,4570,175,92,Q_avg=exp(k+alpha_min+v+c_i)+(2+pi*d+h_max)/(2*pi-T^2-c_max^3+z^2)-R*t_min+Q+C_min-(c+p_i)^n
val,hierarchical,tokenized_val_hierarchical.csv,4800,165,89,b_0=(epsilon_1+b+v)^n-1*N_A-beta_f+a_1-(N_A*A_1)/(1/2+a^n-Q_avg^-1+T_f)+(1/2+Q+omega+C)^2
val,hierarchical,tokenized_val_hierarchical.csv,6645,161,87,v=(pi-a-v_min-P_i^circ)/(w+r_max)+(1/2+e+z+beta+t)^2-(G+alpha*lambda_min*b_2)/(3+G-w_0)
val,hierarchical,tokenized_val_hierarchical.csv,7120,161,83,z_1=ln(2+e+s_avg+lambda_min^2+s)+(1/3+h-epsilon^circ-alpha*v_avg)/(N_A*g*a_avg+p_f)
val,hierarchical,tokenized_val_hierarchical.csv,3875,155,80,T=cos(c_min+phi)+G-psi_min^circ+g+(pi*I_min+V_max+R_avg)/(e*B_i-v_max-R)+N_A-V-w
val,hierarchical,tokenized_val_hierarchical.csv,7185,155,77,L=sin(e+omega_min+lambda^3+delta)+int(lambda+gamma^circ)dV-(pi*V_1+d*B)/(c*V)
val,hierarchical,tokenized_val_hierarchical.csv,5605,153,83,p=(3*e-omega+beta_max+Q_max)/(T*b_min)+(4/3+k+E_f+E+r^n)^2-log(3+G+a_2+epsilon+g)+A
val,hierarchical,tokenized_val_hierarchical.csv,5520,151,103,y=(T+p_1^*)/(4/3+h+phi)-(R+psi_0+t_min^circ)^n+1+alpha-B_net+P_rms^circ-sum_j=0^n(4/3+pi+F_net+mu+beta)
val,hierarchical,tokenized_val_hierarchical.csv,1885,147,96,z_min=(4/3+R+w_max+s+P)^n+1-(1/2-N_A-A_avg+x-E_f)/(2+G-omega_rms^**A_avg)-sum_j=0^n(s+R_net+v_i)
val,hierarchical,tokenized_val_hierarchical.csv,1230,147,81,p=k-v+v-(N_A+I-I_max*omega_avg)/(e*alpha_rms-C_min-r^n)-dg/dx-(1+h+sigma+P+F_1)^n
val,hierarchical,tokenized_val_hierarchical.csv,7285,145,81,n=(4-c*P+C)/(4*c-r*mu_min+y_i)+(2+P)^-1+(R*a*h)/(N_A-b)-tan(1/2+h+R^circ+delta_i)
val,hierarchical,tokenized_val_hierarchical.csv,270,145,79,m=(R+v-I+tau^n)/(2+pi*gamma_min^2+lambda)-2/3-psi*R*W_net+sin(k+n+z_rms^circ+a)
val,hierarchical,tokenized_val_hierarchical.csv,1760,145,77,T=(1*gamma_rms*psi_f)/(2/3+k+lambda+I_0+psi)+R*tau_2+h-a_net^+-b-theta_2^circ
val,hierarchical,tokenized_val_hierarchical.csv,3250,143,75,E=log(1-c+t^circ+c_rms)-w-sqrt(1+b_0^-1+psi+v_min)+(2-beta^-1+g^circ)/(2*C)
